w,y,square_meters,contract_type,availability,description,other_features,conditions,floor,elevator,energy_efficiency_class,condominium_fees,zone
1,900,40,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom",external exposure | window frames in glass / wood,good condition,Mezzanine,no,NA,80,bocconi
1,950,50,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom",balcony | cellar,NA,1,no,NA,200,quartiere feltre
1,1500,50,rent | transitory,available from 22/03/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,crescenzago
1,2833,96,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",full day concierge | cellar,good condition,3,yes,g,156,quadronno - crocetta
1,1500,69,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",alarm system | security door | balcony | centralized tv system | furnished | window frames in double glass / wood | double exposure,good condition,2,no,e,120,sempione
1,3000,120,rent,NA,"3 (2 bedrooms, 1 other), 1 bathroom, semi-habitable kitchen",security door | balcony | full day concierge | furnished,excellent,7,yes,e,333,morgagni
1,2670,150,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",electric gate | fireplace | optic fiber | security door | internal exposure | closet | terrace | single tv system | furnished | shared garden | window frames in double glass / wood,excellent,Ground floor,no,g,500,maggiolina
1,1100,70,rent,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen nook",optic fiber | security door | balcony | full day concierge | centralized tv system | shared garden | window frames in double glass / wood | double exposure,new,8,yes,g,200,lorenteggio
1,1000,35,rent | transitory,available from 01/05/2024,"1 bedroom, 1 bathroom, open kitchen",optic fiber | security door | internal exposure | closet | balcony | centralized tv system | furnished | window frames in double glass / pvc,good condition,1,no,e,100,paolo sarpi
1,950,55,rent | transitory,available from 27/02/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,4,no,c,0,tre castelli - faenza
1,1800,75,rent | 4+4,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchenette",optic fiber | video entryphone | security door | closet | balcony | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / wood | double exposure,excellent,1,yes,g,200,cenisio
1,2500,110,rent | transitory,available,"3 (2 bedrooms, 1 other), 2 bathrooms, semi-habitable kitchen",electric gate | optic fiber | video entryphone | security door | closet | balcony | terrace | half-day concierge | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,excellent,7,yes,d,300,porta romana - medaglie d'oro
1,1290,55,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | only kitchen furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure,excellent,4,yes,f,63,plebisciti - susa
1,2300,115,rent | 4+4,available from 01/04/2024,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",electric gate | attic | optic fiber | video entryphone | alarm system | security door | closet | balcony | terrace | full day concierge | centralized tv system | furnished | cellar | window frames in double glass / pvcdouble exposure,excellent,8,yes,f,300,bocconi
1,3430,186,rent | 4+4,NA,"4 (3 bedrooms, 1 other), 3 bathrooms, kitchen diner",hydromassage | electric gate | attic | optic fiber | video entryphone | alarm system | security door | closet | balcony | terrace | full day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / wood | double exposure,excellent,3,yes,e,570,repubblica
1,1350,45,rent | 4+4,available from 01/06/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | security door | external exposure | balcony | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvc,excellent,7,yes,d,50,porta romana - medaglie d'oro
1,1200,50,rent | open,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | external exposure | closet | balcony | centralized tv system | furnished | cellar | window frames in double glass / pvc,excellent,1,yes,b,0,prato centenaro
1,1200,60,rent,available,"2 (1 bedroom, 1 other), 2 bathrooms","kitchen | balcony | terrace | furnished | window frames in double glass / metal | exposure east, west",excellent,1,yes,NA,NA,rovereto
1,1000,50,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | security door | internal exposure | closet | centralized tv system | furnished | shared garden | window frames in double glass / pvc,excellent,Ground floor,yes,e,170,bisceglie
1,750,30,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",security door | internal exposure | furnished,good condition,Semi-basement,no,g,100,giambellino
1,2800,90,rent | transitory,available from 22/04/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,paolo sarpi
1,3295,105,rent | 4+4,NA,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",video entryphone | security door | balcony | full day concierge | shared garden | window frames in double glass / pvc,excellent,4,yes,d,150,quadronno - crocetta
1,1100,40,rent | transitory,available from 04/03/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,3,no,c,0,cascina dei pomi
1,1400,70,rent,available,"2 (1 bedroom, 1 other), 1 bathroom","kitchen | furnished | window frames in double glass / metal | exposure north, south, west",excellent,1,no,d,150,santa giulia
1,1300,60,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",security door | external exposure | balcony | full day concierge | centralized tv system | shared garden | window frames in glass / wood,good condition,3,yes,NA,150,porta romana - medaglie d'oro
1,1100,35,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",kitchen | furnished | window frames in triple glass / wood | exposure south,excellent,Ground floor,no,b,50,ticinese
1,2400,50,rent | transitory,available from 31/03/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,navigli - darsena
1,1500,80,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",electric gate | optic fiber | security door | external exposure | closet | balcony | centralized tv system | partially furnished | shared garden | window frames in double glass / pvc,excellent,2,yes,NA,175,bande nere
1,3950,125,rent | transitory,available from 01/06/2024,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,barona
1,1350,50,rent | transitory,NA,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",optic fiber | security door | external exposure | closet | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / pvc,new,Mezzanine,yes,e,150,monte rosa - lotto
1,2000,85,rent | transitory,available from 13/04/2024,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,5,no,c,0,chiesa rossa
1,3850,169,rent,NA,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",optic fiber | security door | balcony | centralized tv system | furnished | window frames in double glass / wood | double exposure,good condition,2,yes,f,900,washington
1,900,30,rent | transitory,available,"1 bedroom, 1 bathroom, kitchen diner",optic fiber | security door | external exposure | centralized tv system | furnished | window frames in double glass / pvc,excellent,4,yes,f,100,buenos aires
1,2800,35,rent | transitory,available from 30/05/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,3,no,c,0,ticinese
1,7300,160,rent | transitory,available from 07/05/2024,"3 bedrooms, 2 bathrooms, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,barona
1,1500,70,rent | 4+4,available from 01/06/2024,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | security door | external exposure | balcony | terrace | half-day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / wood,excellent,1,no,f,130,gorla
1,1050,55,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",external exposure | balcony | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / metal,good condition,5,yes,d,250,pezzotti - meda
1,1650,47,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | video entryphone | alarm system | security door | external exposure | closet | balcony | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in triple glass / wood,good condition,1,yes,c,100,ticinese
1,1200,47,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | centralized tv system | furnished | window frames in double glass / wood | double exposure,good condition,2,yes,f,70,niguarda
1,3167,90,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",optic fiber | alarm system | security door | external exposure | full day concierge | tv system with satellite dish | only kitchen furnished | cellar | window frames in double glass / wood,excellent,3,yes,g,177,brera
1,1150,45,rent | 4+4,NA,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | video entryphone | security door | internal exposure | closet | balcony | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvc,excellent,1,yes,e,150,istria
1,1533,59,rent | 4+4,NA,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",closet | balcony | partially furnished,excellent,2,yes,d,2900,maggiolina
1,1300,50,rent | transitory,available from 01/01/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,dergano
1,1100,50,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",optic fiber | video entryphone | alarm system | security door | external exposure | balcony | full day concierge | centralized tv system | furnished | cellar | window frames in double glass / pvc,good condition,1,yes,g,180,niguarda
1,1000,45,rent,NA,"1 bedroom, 1 bathroom",reception | kitchen | furnished | shared garden | window frames in double glass / pvcexposure north,excellent,Ground floor,no,e,250,casoretto
1,2200,100,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",electric gate | optic fiber | balcony | terrace | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvcdouble exposure,excellent,6,yes,NA,0,maggiolina
1,2850,80,rent,NA,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",optic fiber | security door | balcony | centralized tv system | furnished | window frames in double glass / wood,excellent,3,no,f,450,porta venezia
1,5900,100,rent | transitory,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",furnished,good condition,Mezzanine,yes,NA,0,montenero
1,1200,75,rent,available,"3 (1 bedroom, 2 others), 1 bathroom",kitchen | balcony | furnished | exposure south,excellent,3,no,f,250,san siro
1,1900,25,rent | transitory,available from 08/05/2024,"1 bedroom, 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,3,no,c,0,sant'ambrogio
1,1500,100,rent | 4+4,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",electric gate | optic fiber | security door | closet | balcony | terrace | centralized tv system | furnished | shared garden | window frames in double glass / pvcdouble exposure,good condition,5,yes,f,250,gallaratese
1,1585,52,rent | 4+4,NA,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",video entryphone | security door | full day concierge | cellar | shared garden | window frames in double glass / pvc,excellent,1,yes,d,59,quadronno - crocetta
1,1700,32,rent | 4+4,NA,"1 bedroom, 1 bathroom, open kitchen",furnished,excellent,3,no,g,NA,paolo sarpi
1,865,44,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",optic fiber | internal exposure | full day concierge | centralized tv system | partially furnished | window frames in double glass / metal,good condition,2,yes,g,135,cenisio
1,1300,50,rent | 4+4,NA,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",security door | closet | full day concierge | tv system with satellite dish | furnished | shared garden | window frames in glass / metal | double exposure,excellent,1,yes,e,90,amendola - buonarroti
1,1000,60,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",kitchen | furnished | exposure west,NA,Mezzanine,no,g,250,dergano
1,1625,90,rent | open,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",optic fiber | security door | closet | balcony | full day concierge | centralized tv system | furnished | window frames in glass / wood | double exposure,good condition,5,yes,f,375,buenos aires
1,1100,70,rent | 4+4,NA,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",optic fiber | alarm system | security door | only kitchen furnished,good condition,Ground floor,no,g,100,molise - cuoco
1,1200,50,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",electric gate | optic fiber | video entryphone | alarm system | security door | closet | half-day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvcdouble exposure,excellent,1,yes,d,200,pasteur
1,3150,147,rent | 4+4,available,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",optic fiber | video entryphone | security door | full day concierge | centralized tv system | cellar | window frames in double glass / wood | double exposure,excellent,3,yes,g,350,repubblica
1,1700,75,rent | 4+4,available,"2 (1 bedroom, 1 other), 2 bathrooms, kitchen diner",electric gate | optic fiber | video entryphone | security door | internal exposure | half-day concierge | single tv system | furnished | window frames in double glass / pvc,good condition,4,yes,e,200,turati
1,1600,100,rent | 4+4,available,"3 rooms, 1 bathroom, kitchen diner",security door | balcony | full day concierge | furnished | window frames in double glass / pvc,good condition,1,yes,f,200,isola
1,1300,56,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",security door | balcony | furnished | cellar | window frames in double glass / pvc,excellent,2,yes,g,208,washington
1,950,26,rent | 4+4,available,"1 bedroom, 1 bathroom, semi-habitable kitchen",electric gate | optic fiber | video entryphone | balcony | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvcdouble exposure,excellent,8,yes,e,150,morgagni
1,2750,160,rent | 4+4,available,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",hydromassage | electric gate | optic fiber | security door | closet | balcony | half-day concierge | centralized tv system | only kitchen furnished | cellar | window frames in double glass / wood | double exposure,excellent,4,yes,d,300,cascina dei pomi
1,1150,75,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",electric gate | optic fiber | video entryphone | security door | closet | balcony | half-day concierge | centralized tv system | furnished | cellar | shared garden | window frames in glass / wood | double exposure,excellent,3,yes,g,250,morgagni
1,950,57,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | alarm system | security door | closet | full day concierge | centralized tv system | furnished | shared garden | window frames in triple glass / metal | double exposure,excellent,2,yes,a,50,villa san giovanni
1,5500,110,rent | transitory,NA,"4 (3 bedrooms, 1 other), 2 bathrooms, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,garibaldi - corso como
1,1950,104,rent | 4+4,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",electric gate | optic fiber | security door | internal exposure | closet | balcony | full day concierge | centralized tv system | furnished | shared garden | window frames in glass / wood,excellent,3,yes,g,0,bocconi
1,1395,80,rent,available,"5 (2 bedrooms, 3 others), 1 bathroom","kitchen | furnished | window frames in double glass / pvcexposure north, south, east",excellent,3,no,e,150,certosa
1,1200,65,rent,available,"2 (1 bedroom, 1 other), 1 bathroom","reception | kitchen | balcony | furnished | window frames in double glass / pvcexposure east, west",excellent,3,yes,f,200,porta romana - medaglie d'oro
1,1500,120,rent,available,"3 (2 bedrooms, 1 other), 1 bathroom",kitchen | balcony | furnished | shared garden | window frames in double glass / pvcexposure east,excellent,1,yes,a,180,lorenteggio
1,1200,45,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | centralized tv system | furnished | window frames in double glass / pvc,excellent,4,no,g,NA,lodi - brenta
1,1500,80,rent,NA,"2 (1 bedroom, 1 other), 2 bathrooms, kitchen diner",optic fiber | video entryphone | security door | closet | balcony | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,excellent,4,yes,g,200,buenos aires
1,900,40,rent | 6+6,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",electric gate | optic fiber | video entryphone | external exposure | closet | full day concierge | centralized tv system | furnished | window frames in double glass / metal,excellent,Semi-basement,yes,g,200,ticinese
1,1450,58,rent,NA,"3 (1 bedroom, 2 others), 1 bathroom, kitchen nook",electric gate | optic fiber | security door | terrace | centralized tv system | partially furnished | shared garden | window frames in double glass / pvcdouble exposure,good condition,4,yes,e,150,navigli - darsena
1,1550,60,rent,available,"2 (1 bedroom, 1 other), 1 bathroom","terrace | furnished | shared garden | window frames in double glass / wood | exposure east, west",excellent,2,yes,d,0,navigli - darsena
1,1600,95,rent,available from 15/04/2024,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",optic fiber | video entryphone | security door | balcony | half-day concierge | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,excellent,2,yes,f,200,barona
1,1800,80,rent,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen nook",electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | balcony | full day concierge | centralized tv system | furnished | window frames in glass / wood,excellent,4,yes,e,200,buenos aires
1,1050,60,rent | 4+4,available from 01/04/2024,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",electric gate | optic fiber | security door | internal exposure | closet | balcony | half-day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvc,excellent,2,yes,f,100,cascina dei pomi
1,5000,125,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",electric gate | attic | optic fiber | video entryphone | security door | closet | balcony | full day concierge | centralized tv system | furnished | shared garden | window frames in glass / metal | double exposure,excellent,3,yes,g,400,brera
1,1400,40,rent | 4+4,available,"1 bedroom, 1 bathroom, kitchen nook",optic fiber | security door | internal exposure | full day concierge | centralized tv system | furnished | cellar | private garden | window frames in double glass / pvc,excellent,Mezzanine,yes,g,150,ticinese
1,1300,60,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",kitchen | balcony | furnished,excellent,3,no,d,200,cadore
1,2500,215,rent | 4+4,NA,"5+ (4 bedrooms, 2 others), 2 bathrooms, kitchen diner",electric gate | optic fiber | video entryphone | security door | external exposure | balcony | terrace | half-day concierge | cellar,excellent,6,yes,g,450,centrale
1,2250,65,rent | transitory,available from 01/06/2024,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | balcony | terrace | centralized tv system | furnished | window frames in glass / metal,new,1,yes,a,250,centrale
1,1450,57,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",electric gate | fireplace | optic fiber | video entryphone | security door | external exposure | closet | half-day concierge | centralized tv system | furnished | cellar | window frames in double glass / pvc,excellent,1,yes,e,140,cenisio
1,1760,55,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",optic fiber | security door | closet | half-day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvcdouble exposure,excellent,3,yes,g,140,piave - tricolore
1,1000,73,rent,available,"2 (1 bedroom, 1 other), 1 bathroom","kitchen | balcony | furnished | shared garden | window frames in double glass / metal | exposure north, east",excellent,5,yes,f,200,bignami - ponale
1,1000,35,rent | 4+4,available,"1 room, 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | balcony | centralized tv system | furnished | cellar | shared garden | window frames in double glass / metal,new,4,yes,a,116,piazzale siena
1,1100,50,rent | transitory,available from 01/05/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,barona
1,1900,25,rent | transitory,available from 04/05/2024,"1 bedroom, 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,sant'ambrogio
1,1300,70,rent | open,NA,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",optic fiber | security door | internal exposure | balcony | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / metal,excellent,1,yes,g,200,solari
1,1500,52,rent | 4+4,available from 27/04/2024,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",electric gate | optic fiber | security door | internal exposure | closet | balcony | half-day concierge | centralized tv system | partially furnished | window frames in double glass / wood,good condition,3,yes,f,70,carrobbio
1,3600,50,rent | transitory,available from 23/04/2024,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,pezzotti - meda
1,1150,70,rent | open,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",security door | terrace | full day concierge | furnished | private garden,excellent,Ground floor,yes,e,300,lodi - brenta
1,3000,160,rent,available,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",optic fiber | video entryphone | security door | external exposure | closet | balcony | full day concierge | centralized tv system | partially furnished | window frames in double glass / metal,excellent,1,no,e,500,montenero
1,1300,75,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | internal exposure | centralized tv system | partially furnished | cellar | window frames in glass / wood,good condition,Mezzanine,yes,g,230,garibaldi - corso como
1,1900,25,rent | transitory,available from 12/05/2024,"1 bedroom, 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,4,no,c,0,sant'ambrogio
1,1450,45,rent,available,"4 (1 bedroom, 3 others), 1 bathroom","kitchen | furnished | exposure east, west",excellent,Mezzanine,yes,g,100,quartiere forlanini
1,1000,55,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",electric gate | optic fiber | security door | external exposure | half-day concierge | single tv system | furnished | shared garden | window frames in glass / wood,excellent,Ground floor,yes,g,150,crescenzago
1,1300,60,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",optic fiber | internal exposure | balcony | full day concierge | centralized tv system | partially furnished | shared garden | window frames in glass / wood,good condition,1,yes,NA,150,porta romana - medaglie d'oro
1,5500,130,rent | transitory,available,"3 (2 bedrooms, 1 other), 2 bathrooms, semi-habitable kitchen",optic fiber | video entryphone | alarm system | security door | internal exposure | closet | full day concierge | centralized tv system | furnished | window frames in double glass / wood,excellent,3,yes,g,500,palestro
1,2700,52,rent | transitory,available from 18/10/2023,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,8,no,c,0,sempione
1,1000,48,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | security door | internal exposure | closet | full day concierge | centralized tv system | furnished | shared garden | window frames in triple glass / metal,excellent,Ground floor,yes,d,100,pasteur
1,2500,150,rent | 4+4,NA,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",optic fiber | alarm system | closet | balcony | terrace | pool | centralized tv system | only kitchen furnished | cellar | shared garden | double exposure,good condition,4,yes,e,420,san siro
1,2500,86,rent | 4+4,NA,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",full day concierge | furnished | window frames in double glass / pvcdouble exposure,excellent,Mezzanine,yes,e,NA,cadore
1,1030,60,rent | open,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",security door | terrace | full day concierge | furnished | private garden,excellent,Ground floor,yes,e,250,san siro
1,1300,40,rent,available,"3 (1 bedroom, 2 others), 1 bathroom",kitchen | balcony | furnished | window frames in double glass / metal | exposure south,excellent,3,yes,f,65,martini - insubria
1,7415,216,rent | 4+4,available,"4 (3 bedrooms, 1 other), 3 bathrooms, kitchen diner",electric gate | optic fiber | video entryphone | security door | closet | balcony | full day concierge | centralized tv system | only kitchen furnished | window frames in double glass / pvcdouble exposure,excellent,4,yes,e,590,duomo
1,1050,55,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",electric gate | optic fiber | video entryphone | security door | closet | balcony | half-day concierge | centralized tv system | furnished | shared garden | window frames in glass / pvcdouble exposure,excellent,1,no,g,230,precotto
1,6700,155,rent,NA,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",cellar,excellent,1,no,g,840,carrobbio
1,1500,55,rent,available,"2 (1 bedroom, 1 other), 1 bathroom","kitchen | terrace | partially furnished | window frames in triple glass / pvcexposure east, west",new,2,no,NA,150,pezzotti - meda
1,1667,85,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, semi-habitable kitchen",electric gate | security door | balcony | full day concierge | centralized tv system | partially furnished | shared garden | window frames in double glass / wood | double exposure,excellent,1,yes,g,333,washington
1,1100,58,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",balcony | full day concierge | furnished | shared garden,good condition,2,yes,g,NA,lodi - brenta
1,1100,40,rent,available,"1 room, 1 bathroom",kitchen | furnished | exposure north,NA,3,yes,a,100,città studi
1,3166,135,rent | 4+4,available,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",optic fiber | balcony | full day concierge | centralized tv system | double exposure,excellent,2,yes,f,575,san vittore
1,900,20,rent | transitory,available,"1 bedroom, 1 bathroom, open kitchen",electric gate | optic fiber | security door | external exposure | closet | centralized tv system | furnished | window frames in double glass / wood,excellent,2,no,g,0,porta venezia
1,1000,55,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | terrace | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,excellent,4,yes,g,400,corvetto
1,3120,124,rent | 4+4,available,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",electric gate | optic fiber | security door | closet | balcony | full day concierge | furnished | shared garden | window frames in glass / wood,excellent,3,yes,NA,375,washington
1,1350,50,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | video entryphone | security door | closet | centralized tv system | furnished | window frames in triple glass / pvcdouble exposure,excellent,1,yes,f,80,isola
1,7920,50,rent | transitory,available from 15/05/2024,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,duomo
1,1500,58,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",security door | internal exposure | closet | single tv system | furnished | shared garden,excellent,Ground floor,no,g,160,corso genova
1,2500,82,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, semi-habitable kitchen",electric gate | video entryphone | security door | closet | full day concierge | centralized tv system | only kitchen furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure,excellent,2,yes,c,115,quadronno - crocetta
1,2850,63,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",hydromassage | electric gate | optic fiber | video entryphone | security door | external exposure | terrace | full day concierge | pool | centralized tv system | furnished | cellar | shared garden | window frames in triple glass / wood,new,1,yes,a,NA,farini
1,1450,45,rent,available,"1 room, 1 bathroom - one or more suitable for disabled people","kitchen | balcony | furnished | window frames in triple glass / wood | exposure south, east",new,2,yes,a,200,corso san gottardo
1,1700,80,rent | transitory,available,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | balcony | centralized tv system | furnished | window frames in double glass / pvc,excellent,Ground floor,yes,f,300,paolo sarpi
